id,latitude,longitude,price_gbp,bedrooms,property_type,city,postcode,epc_rating,date_listed
74482800-453b-44aa-88d0-374d73b94944,52.113782,-0.769466,516954,4,semi-detached,Milton Keynes,MK6 3DP,F,2024-12-16
691ef706-5916-4f33-a9b0-efe618a4ba58,51.19051,-0.470337,576361,1,bungalow,London,SW5 7JL,E,2025-03-18
808a1d11-33af-44ef-aed2-fb8057d2f397,51.450497,-2.543479,260539,2,flat,Bristol,BS28 1XZ,F,2025-08-19
8cfea325-9dea-4e73-9944-194e0321f812,52.37169,-1.901527,296111,3,flat,Birmingham,B6 9NW,E,2024-10-11
0dd216f4-5146-4df5-a7c3-7c9a3f191e3c,53.322066,-2.754056,199960,2,flat,Liverpool,L17 7KG,G,2025-02-19
28267e5f-4861-4306-addb-d0605639ba7e,55.944081,-3.311307,359425,1,semi-detached,Edinburgh,EH13 2TM,D,2024-12-30
166c2a2a-a739-4c3a-a6d0-7ff78d610f4e,53.546016,-3.160693,333422,3,semi-detached,Liverpool,L9 0BK,G,2025-01-13
6c0c7374-e989-4470-9826-baa54a55702e,53.404779,-3.02049,370538,2,detached,Liverpool,L14 7PH,F,2025-02-11
6e14aa82-e609-4a65-aee9-17ae26cabe51,50.818928,-0.240822,490164,2,flat,Brighton,BN12 4BE,E,2025-03-01
a87d7a72-fff7-467b-beb7-b082b2c0cfb9,51.519784,-3.012269,351746,1,detached,Cardiff,CF31 6OY,C,2025-03-22
6786b42f-e486-46c3-a74c-4a1a01654a6d,55.062464,-1.585848,230650,2,flat,Newcastle upon Tyne,NE7 1XX,F,2025-01-25
8d701122-26fc-4b47-82a0-91be6a30f11e,52.580376,-1.948279,396202,4,flat,Birmingham,B31 1CC,B,2025-08-03
63ca1e75-bc9b-464f-9953-571d1009b299,51.566306,-0.191227,502401,3,flat,London,SW31 3DM,F,2024-11-13
17e0aa7a-5e3e-4082-b6f8-ad224a1f0356,51.581893,0.415507,623142,2,semi-detached,London,CR4 0GK,F,2025-08-30
ea8b1ba3-744a-45e5-8c55-434c90b88e2e,51.948076,-0.090392,803813,2,terraced,London,N28 0PC,F,2024-09-04
ad59f278-c530-4c5d-98f9-40ee59a75d35,53.929977,-1.619283,246358,1,semi-detached,Leeds,LS26 8CN,F,2025-06-08
d1976f8c-a17d-4fb5-9a48-101df0aedd70,51.697292,-1.402195,716594,3,flat,Oxford,OX7 2JG,C,2025-01-08
123f8bb3-2b77-4b00-8673-bdf19e3f47e1,51.463122,-0.20675,517418,1,terraced,London,DA5 4PP,B,2024-10-07
bbf3ec15-ba10-472d-822c-cd35e744fd06,51.048801,-1.399323,423407,2,semi-detached,Southampton,SO21 9RS,C,2024-12-18
1de249af-ddc9-46e1-b72e-e54060d4bf4e,54.922241,-1.757273,522605,5,flat,Newcastle upon Tyne,NE22 2YZ,F,2025-03-01
01f5717a-125c-466a-af21-85a865f89d88,51.635868,-0.197371,675094,2,flat,London,UB34 0YL,F,2025-06-02
fa2ec3bb-4f4b-487c-957e-1a5a38af6468,52.502449,-1.954953,296796,2,flat,Birmingham,B10 2BK,F,2024-09-06
a4a8332c-62f6-4ed2-a9e5-c5e12a2e0891,51.807485,0.165846,349481,1,flat,London,DA24 1ST,D,2025-02-15
13e46071-f1be-42cf-a249-a4b49f0c75c9,51.437527,-3.341891,175623,1,flat,Cardiff,CF9 0MT,D,2025-06-25
0a72d377-3f98-45b2-8af3-1a981a66284c,51.352741,0.07493,607189,2,flat,London,UB31 4BX,C,2025-02-26
dda8617b-f1d8-4825-82b3-dcc6b1693743,51.584809,-0.067677,472040,2,flat,London,NW9 8MN,D,2025-08-20
f42c4a2c-e4cf-4c60-8f26-892a1a14fe4c,55.045924,-1.682608,228567,2,flat,Newcastle upon Tyne,NE8 2CP,C,2024-11-25
6a3b52a9-7a9e-40c6-b0f1-58261b6746e7,53.509975,-2.713653,248570,2,terraced,Liverpool,L9 6SB,F,2025-06-10
fccdb213-03e3-45d4-b977-126ede4bf054,50.772843,-0.22312,482975,2,flat,Brighton,BN35 1SX,C,2025-08-12
f009676a-a722-4eeb-89f4-c18d77d6b318,53.423378,-2.062597,485586,4,semi-detached,Manchester,M24 8TD,D,2025-06-22
b09e977c-2f1c-42a6-a3b4-4d2cdb1bbbb3,55.79835,-4.257118,697491,5,detached,Glasgow,G28 2JM,E,2025-08-07
ee7525e6-0ed0-436a-829f-beec691ba835,51.554115,-2.51287,460887,2,terraced,Bristol,BS22 8ST,D,2025-03-17
516dc707-9714-4dfb-b4c8-7eba0fb96cfc,50.879488,-1.372063,486211,4,flat,Southampton,SO14 7LR,D,2025-03-10
b61788bb-0b46-4aec-994e-6489713d1272,53.334798,-2.905956,371385,2,detached,Liverpool,L9 1WU,C,2025-07-13
828819f4-53f4-422a-94ee-aacfcdb66ecb,51.958139,-0.820204,406208,2,maisonette,Milton Keynes,MK31 3KL,D,2025-02-01
2f275b20-f118-4aca-a3a9-43a58721bbbf,53.643047,-2.248679,204665,1,flat,Manchester,M28 8LC,D,2025-01-01
5e8a88d4-6525-4b14-bee5-2c7ad4b09d38,53.604269,-1.76655,375991,3,flat,Leeds,LS24 3BY,C,2024-10-10
d627204b-c00e-40b7-9cf3-d383dccbd7c5,51.665483,-0.191766,1117774,2,detached,London,KT35 3HY,E,2024-12-06
9c625630-b298-4577-8437-360f1cef25d9,51.622867,-0.293148,1142686,3,terraced,London,WC32 1SP,F,2025-08-04
5d3ecea0-1e03-44bb-9588-ca8a0da1f8c7,54.643078,-5.799527,521081,2,detached,Belfast,BT35 0CR,B,2024-10-09
2a3253ad-addd-45e4-b63a-776b155f9469,51.696066,0.359674,991774,2,bungalow,London,EN16 4EY,D,2024-11-04
d27e380b-d029-4c3d-922d-9c7590289c97,53.984786,-1.074442,386441,1,terraced,York,YO21 4NP,D,2024-12-22
2753804b-0ca0-4278-a700-24270cf1c9e2,51.534503,-0.022149,1646583,6,bungalow,London,IG6 0CN,D,2024-10-11
3d5a038b-e1b1-43a2-9d2b-4fa6a92cab0e,55.874289,-3.373678,464673,4,flat,Edinburgh,EH16 1CJ,C,2025-07-10
09aa92c4-c3d1-45fc-b557-6c4aacaebae1,51.383409,0.524249,705518,3,flat,London,SE2 1MT,B,2025-02-03
f843ea9a-a729-40b6-8326-d4fdf2f9d6d5,51.756819,0.035444,872199,3,flat,London,NW11 6JO,D,2025-04-29
3b92564b-925d-4e31-acc9-629f541d2edd,53.500972,-2.036085,249917,2,flat,Manchester,M31 9NT,D,2025-03-02
7d55d37f-1538-4ffd-a92e-d7a6d35bf4ca,51.353411,-2.385543,293511,1,terraced,Bristol,BS28 1AD,C,2025-02-14
cab7987c-bda1-4198-b090-d33356468306,52.445213,-1.926542,307022,2,semi-detached,Birmingham,B7 8FM,D,2024-10-10
28ed8b69-5686-424a-b2b4-6951d0eec63d,53.510609,-2.116413,387747,1,detached,Manchester,M6 2LD,C,2025-02-16
d983bb79-f767-4817-bd10-512169e32380,55.022202,-1.754979,366958,2,terraced,Newcastle upon Tyne,NE19 0JH,D,2025-07-06
2a2c1d43-5790-4741-b6c1-b2faedd78d55,52.469717,-1.764689,306951,3,flat,Birmingham,B20 0PJ,D,2024-11-05
e8d9c8e4-36cf-4954-8801-cbfe73d7ec46,51.956589,-0.129557,759099,3,flat,London,HA35 2LZ,D,2025-06-25
68478bb3-f469-46b2-a241-b4e57dae43a8,51.686146,-0.178448,654224,2,flat,London,SW18 6NP,B,2024-12-27
1bf1aaac-6c82-452b-80cf-766f4decf2a3,53.467338,-2.823518,286132,3,flat,Liverpool,L14 7JL,F,2024-11-17
d1bdad72-350c-49cb-925e-7f538d919b23,51.519776,-3.187259,457478,3,terraced,Cardiff,CF28 3ZE,F,2025-04-27
6b9fcde1-422e-4810-97b3-c35d18ebef7f,53.590598,-2.274913,552719,4,semi-detached,Manchester,M14 7CE,E,2024-09-11
c42751aa-b6ee-4edb-b2e8-cab6fa48c6ab,55.017324,-1.522461,282409,2,detached,Newcastle upon Tyne,NE23 6LE,C,2024-09-14
90148f79-1cc7-4662-a15e-229dd8897df0,55.874973,-4.40802,635553,4,detached,Glasgow,G32 6DH,D,2025-03-02
484a3e3c-6d27-429e-af65-b42b280d5270,51.441576,-0.074338,484839,1,semi-detached,London,SW1 2RM,D,2025-06-30
9f2af325-c291-4fea-826d-fd0efcd3d366,51.504454,-0.973154,979423,2,detached,Reading,RG15 5HO,F,2024-12-19
0bf82f1d-baaf-4bb4-bf44-100e5f3b280e,50.71621,0.038741,627024,1,detached,Brighton,BN13 4UK,E,2024-11-04
91c81d88-b874-41c8-9a65-376cee181195,51.558315,-0.199793,985343,4,flat,London,E22 0YN,F,2024-12-05
7b100936-abe1-4b0f-806e-870c3ea4772c,51.419092,-1.023955,1170579,3,detached,Reading,RG7 8EX,F,2025-05-04
70407a20-f1ce-4665-ae75-0b048af1ec2e,53.631242,-2.182851,284370,1,semi-detached,Manchester,M6 3MN,D,2025-08-18
32dd56e1-0fda-4cf7-9abf-a790cd66ad42,53.790993,-1.491504,434225,2,detached,Leeds,LS9 3NM,E,2025-07-26
597e00c1-89b3-4c8f-bf39-0b6d1d88bc69,51.675332,-1.411446,946392,1,detached,Oxford,OX28 6RA,D,2025-05-16
4e1765cc-8954-4780-991e-b001503d035a,51.603077,-2.44814,529573,3,flat,Bristol,BS6 4NE,D,2025-02-19
d21da0c3-2319-4dc2-891c-09fa667d325b,53.543538,-2.097978,352262,2,flat,Manchester,M4 7SM,E,2025-04-19
8235e259-1ffc-4d75-8d70-5821ea301ab5,51.536108,-0.92338,477491,1,maisonette,Reading,RG2 5UU,C,2025-06-05
8c23a21d-61fa-4caa-ada1-b872a76fb85a,51.846965,0.318948,576628,2,terraced,London,EN12 5BA,C,2024-09-07
5e5ec5ba-bfbd-4679-8149-1a8c66e9d731,53.418116,-1.534465,130292,1,terraced,Sheffield,S15 9FN,D,2025-09-02
023228a6-1a4e-422c-a3f8-ccfea70a59af,51.400333,-0.951921,725083,3,maisonette,Reading,RG22 1HM,G,2025-08-28
7dbf32d5-a377-4844-8d1b-a808ff1f930c,53.446944,-1.567146,359233,4,flat,Sheffield,S32 6MT,D,2025-06-11
70dac298-e775-4747-a6e9-5882156e3b1f,51.51947,0.021557,400032,1,flat,London,NW6 5WW,F,2025-08-06
b4aa5d4d-97fb-4bc2-80ac-90638ca4deea,53.291994,-2.850778,196021,2,flat,Liverpool,L10 0MA,D,2025-05-23
535cb227-e862-467e-a830-0434d29e44b7,50.832037,-0.168605,493594,2,flat,Brighton,BN35 6FM,F,2025-08-11
043d9261-e486-478a-a3e5-4a8facfffa77,51.618959,0.467817,944396,2,detached,London,UB27 9HT,B,2024-12-02
2fd1b736-a748-41af-9ef7-fa018814b526,51.758631,-1.115841,704367,2,semi-detached,Oxford,OX8 7FF,G,2024-09-18
a0aaa904-1b2e-4b67-b2a7-6abc0decfb72,51.768149,-1.323343,949526,2,bungalow,Oxford,OX18 8PA,E,2025-07-07
11d83c07-aa47-4b4f-a13c-8f0309c662e8,53.518962,-1.930357,364083,1,detached,Manchester,M15 2KP,E,2025-01-19
92cd3255-83bc-4d66-a2ca-e092b973bbce,54.668344,-5.78238,608957,6,terraced,Belfast,BT34 9AF,C,2025-08-17
00f23d9e-e001-46f0-8ff7-905f9425c0b8,54.692262,-6.055322,518393,4,terraced,Belfast,BT32 9PF,G,2025-03-10
39e056e4-ee9a-45b6-8937-3fe2a4ea4b60,52.43163,-1.741164,338714,3,flat,Birmingham,B14 4XO,D,2024-10-06
5280b6f4-f8ad-4894-beb9-73bf7e72483f,51.558443,-0.202749,772555,3,maisonette,London,IG13 2SH,F,2024-10-02
63b36de4-f578-4b0c-a2ff-f5830bf3695a,51.599996,-0.075814,851386,2,semi-detached,London,EC35 7YM,D,2025-04-05
fa39ae21-b988-4dfa-95e2-ef40d6e6c210,51.744831,-1.342791,1095307,4,semi-detached,Oxford,OX22 5JU,D,2024-10-13
565e5301-3f43-4c4e-86fc-43939f306796,52.562897,-1.967712,337460,3,flat,Birmingham,B22 6UP,C,2025-03-26
b8c3106b-f61e-4b77-92de-65797451d82c,52.297766,0.112587,568726,2,flat,Cambridge,CB3 4KP,E,2025-01-23
619b78ac-f2d7-415d-9d0c-87ee1028458b,50.963811,-1.636137,498691,3,bungalow,Southampton,SO14 0US,C,2025-02-22
00c1fcd7-8dd9-4538-b1c5-6dd667728a68,51.744322,0.346947,1374283,3,detached,London,SE17 7ZE,C,2024-09-29
37fad668-de1c-4f58-96ae-c5beee44941a,54.637047,-5.924676,360450,5,flat,Belfast,BT32 3WG,E,2024-09-07
2ff24f16-f3ec-45df-bc13-f8a6df12d49b,54.928396,-1.794414,224986,2,terraced,Newcastle upon Tyne,NE32 2CS,B,2025-01-12
e3347452-2dbe-4872-b0ac-ac15d640da34,50.894957,-0.297651,472191,2,flat,Brighton,BN1 2YX,C,2025-07-17
93723682-53ce-40b7-84b5-b79cf1b7e344,52.041752,-0.592327,304225,2,flat,Milton Keynes,MK8 2ZB,G,2024-09-20
2c47b627-0b78-4b11-9ba0-d9bbcbe35c1c,50.87088,-0.178534,1177460,2,detached,Brighton,BN8 6PB,B,2024-12-09
aacd90e4-5373-433b-94cb-0767287441c9,53.858223,-1.517082,622979,3,detached,Leeds,LS32 0DN,D,2024-10-21
581a8dbd-a9c0-4efa-b15e-6c1ca0a93f4d,53.944744,-1.712971,708348,3,detached,Leeds,LS13 1NG,D,2025-07-09
c815d88a-19d0-49c4-96dd-5fa49e261c0c,52.023949,-0.690885,801183,4,terraced,Milton Keynes,MK21 8XG,C,2024-09-16
61e81886-1733-494b-8079-de1c949f8cb7,54.889338,-1.692205,261247,2,flat,Newcastle upon Tyne,NE35 4OA,D,2025-08-06
0537266b-fb80-47b3-83f4-feb6d4b182e4,54.565849,-5.943736,278495,2,semi-detached,Belfast,BT7 9YT,F,2025-02-19
f2650c66-6e62-437d-b232-a0b2e4d2d7f8,51.597642,-0.649181,676553,2,semi-detached,London,SW3 2LW,B,2024-12-25
e18f4405-49c7-4736-8476-3590c6f2a4da,55.885754,-3.918819,202297,1,detached,Glasgow,G15 3YL,D,2024-11-19
26da25cb-6527-49e9-8d5d-64a7b974da30,55.920197,-4.311139,390636,3,semi-detached,Glasgow,G7 3TZ,F,2025-01-10
1d5dcbbc-2afb-4159-83a8-17335643d475,55.910369,-3.011368,551473,1,terraced,Edinburgh,EH28 5AN,E,2024-11-07
6e262c5f-ddd4-42d8-9535-4068cfa49071,51.607509,-0.101868,758682,2,semi-detached,London,CR26 0RF,D,2024-11-27
4feb6d56-3b26-47d6-8cb1-d1a7a54b3aa1,52.204289,0.087531,1011388,4,flat,Cambridge,CB20 3MG,D,2024-10-22
a2568920-b2bb-42a4-99e3-996fc9e61f24,53.87808,-1.47866,425338,3,terraced,Leeds,LS22 5EY,E,2025-05-26
354b0c72-c705-49e0-b8cf-4e0c74a2ca60,55.97863,-3.050539,361104,2,terraced,Edinburgh,EH21 3HZ,E,2025-06-26
d019cadf-79b5-46b0-a18b-25827d960c71,53.647264,-1.519817,223748,2,flat,Leeds,LS35 3JX,B,2024-11-09
e739301f-20bc-4802-a870-354efbaabf5b,55.938927,-4.282918,186359,2,maisonette,Glasgow,G19 2PS,D,2024-09-17
a3d01d12-dff8-46e8-a132-c124466295f5,53.729418,-2.183193,352747,2,semi-detached,Manchester,M35 9FN,E,2025-05-11
92680947-ce7f-4842-a6c1-1beb65736f5e,51.709388,-0.12774,1014920,2,detached,London,HA14 2FF,D,2025-02-02
b53fa4b7-21eb-4a6f-8032-c17d347dda37,55.894254,-3.249604,617557,3,semi-detached,Edinburgh,EH9 8BU,C,2024-12-12
bdecd25c-45a7-4a69-bcac-e9aa7634f7d0,55.02268,-1.466609,415180,2,detached,Newcastle upon Tyne,NE35 8DC,D,2024-09-20
1d884e0e-0469-45d8-a63e-ac4efad5c6a3,55.767636,-4.501246,320174,3,flat,Glasgow,G10 6XU,C,2025-05-21
de3c59bd-cb26-48e6-9398-98b2fc95312d,55.99931,-3.230603,406928,3,flat,Edinburgh,EH8 3PZ,F,2025-03-13
9d25a4de-55ca-4ab8-96a8-a79644c29e8b,51.400551,-1.200369,752388,2,terraced,Reading,RG25 6WX,D,2024-10-10
cb620584-5a5d-4670-b76c-e27b13299f17,51.708179,0.079293,1062375,3,semi-detached,London,N24 3XA,G,2025-03-06
58566160-12f2-4092-a80a-fbed98261241,56.064941,-3.347811,356930,1,semi-detached,Edinburgh,EH15 9GP,F,2024-12-17
7e40f2c8-301d-4ef5-9dd6-813c34959d58,51.591429,0.15802,560767,2,flat,London,SE8 1YY,D,2024-10-20
9537dad0-dcde-462c-85bb-5f78c4bf629c,51.508625,-0.182814,575022,2,flat,London,KT35 0SM,D,2024-09-10
8034f2d2-3233-4d83-870d-a47b9daf5b76,51.832508,-0.183064,592655,3,flat,London,CR13 2ER,F,2025-06-26
c1a15388-39f9-4047-a601-5c2636148d3e,52.351021,-1.78308,427829,3,semi-detached,Birmingham,B29 5JM,D,2025-07-02
630a8fc9-b5da-4ef3-a7d7-92157c7f5f39,51.649855,-0.698118,601479,3,flat,London,HA29 5US,G,2025-08-22
57444704-5cbd-48b6-ae37-439b578c98e4,54.492711,-5.931604,179364,1,flat,Belfast,BT30 8JT,D,2024-10-10
aacb4400-c1b5-4efa-bd15-c70ff300622b,52.619798,-2.080546,438262,3,flat,Birmingham,B23 4RT,A,2025-08-29
70f42e86-9ae3-4b23-9229-d6fa604b05e6,52.41315,-1.884337,171072,1,flat,Birmingham,B25 3JC,D,2025-04-10
4fdd3451-8d59-4c81-97dd-a9261f2e2432,51.722555,-0.411834,766550,2,terraced,London,EN2 2BT,A,2025-08-29
d586d1c5-3333-477c-9e2c-754f1591fa8f,52.972832,-0.919353,670214,6,terraced,Nottingham,NG34 3RN,E,2024-10-15
9d1ee4a8-6bc3-4f3e-96f2-3709c483f4cb,53.525642,-2.141787,395422,3,flat,Manchester,M28 5AF,E,2025-08-12
66733b98-d850-4466-9f70-3fb6bd65ef62,51.80911,-0.12942,614554,3,flat,London,N4 5XE,E,2024-11-21
d4ae3228-9dc9-46a9-815c-8d4c975cb68a,52.447602,-1.732329,507867,3,semi-detached,Birmingham,B35 7GU,C,2025-04-15
9ec7afff-ed06-423d-8f55-161969d0ee76,51.725768,-0.052172,800008,2,semi-detached,London,N13 1RG,B,2024-10-18
0ce17f93-867c-43dc-b0ac-5af7ca4e3ee1,52.642795,-1.95427,193081,1,flat,Birmingham,B7 9MY,D,2025-02-09
52a4d7d3-a830-4bea-b9d5-f3ce0058a91b,51.341299,-0.418432,1090147,2,detached,London,EN2 4TS,D,2025-08-14
76171a59-9643-4256-9473-2be62ba2354e,51.273241,0.112396,1102596,3,detached,London,NW21 7FR,F,2025-08-14
88974aa7-b5e9-41bd-be69-73db0e65c946,51.477118,-3.04898,334748,2,flat,Cardiff,CF17 1NS,D,2024-11-20
dda31d2c-e397-4948-870d-dc67ccbcc283,55.938619,-4.32192,241147,1,flat,Glasgow,G8 6OM,D,2025-03-30
776058d9-2770-4f98-bb4e-e3fa52415121,51.465164,-0.354689,912941,2,detached,London,NW8 0HW,F,2024-09-12
103c80d0-c6b9-4b03-8e39-61559e18d684,55.885768,-4.171579,303318,3,flat,Glasgow,G2 6UY,D,2025-04-10
aa68755b-a8a8-4cc0-8e7a-4cd683a38226,50.911751,-1.345821,393027,2,flat,Southampton,SO7 0KX,D,2024-11-01
bfa32ccd-6d61-432b-b015-7043a2a6b8df,51.769249,-0.515308,796477,3,terraced,London,TW23 5XK,C,2024-10-17
91c8217b-a3f5-40a3-aa77-d00639f225d0,51.499218,-0.12045,795516,1,detached,London,EC27 3UE,D,2025-01-16
1f7c8d1c-2b66-40ed-81f1-ab5acb068ef0,53.455596,-2.122947,392707,2,semi-detached,Manchester,M11 5CT,D,2025-06-20
068cbab0-d350-49f7-9fa6-7ea9df6fd5c4,53.470807,-1.633346,363717,1,detached,Sheffield,S7 2FA,E,2025-05-07
c5fa86c3-ba27-403e-8563-08eda2c268b0,55.664263,-4.288693,321841,2,semi-detached,Glasgow,G31 2FG,C,2025-02-03
14f17e15-b80a-4dfb-8c39-9224aa2c0b47,55.751973,-4.242981,189437,2,flat,Glasgow,G13 4PN,F,2024-10-24
a27796e8-d660-44bb-94cf-16a0036b3425,53.875741,-1.688295,219427,2,flat,Leeds,LS25 8NB,E,2025-06-11
9915695e-3cc2-4fee-835e-ce7bbbb67a1f,53.36419,-1.46548,196129,1,maisonette,Sheffield,S1 9JA,D,2024-10-26
222487b4-1f7b-47ed-9076-94f94bc0f949,51.824269,-0.020081,972407,3,semi-detached,London,UB14 0FE,B,2025-08-17
e827ee2a-c90b-47c8-b1b5-b19f89c8b32c,51.495954,0.230421,589438,2,flat,London,UB12 7UM,F,2025-07-30
c38a1c59-df65-4fe7-abd7-0b19e387398a,54.942848,-1.853469,278996,3,flat,Newcastle upon Tyne,NE7 9XS,G,2025-01-27
6876a10a-5ef2-42e9-8137-77d7d481a9df,55.979054,-4.147202,222772,1,semi-detached,Glasgow,G19 3AD,A,2025-08-10
65fcbf5a-85d5-42ac-800b-b548a8e31452,51.76971,0.076145,1376361,3,detached,London,E8 5LN,E,2025-05-26
fa9f493f-c7c9-48ef-b66b-230467577f5b,51.421005,-0.041945,775040,3,flat,London,SM27 0SK,E,2024-09-17
11dd8cfa-731f-469e-9f39-437c117613f8,54.625979,-5.705008,194706,2,flat,Belfast,BT12 9DK,E,2025-04-16
e25a7781-4a53-4881-be65-10e561c5b474,51.669972,-0.390583,988864,4,flat,London,NW29 8AR,F,2025-03-28
e4f1a87f-23a0-406c-923a-729071a7eb53,53.420974,-1.612144,328452,2,terraced,Sheffield,S6 5PB,C,2024-10-10
deb9ecc3-3408-447e-a57e-e1d79f818d40,53.537163,-2.348083,423128,3,terraced,Manchester,M33 1GT,D,2024-09-07
1017b7ae-dae5-4697-aa8a-01a723dcf065,52.19106,0.181703,628502,2,terraced,Cambridge,CB7 6BC,D,2024-10-22
916bcbe3-dfae-443f-be03-e3ef0f03adf7,53.832163,-1.399322,1004192,5,detached,Leeds,LS26 1LT,E,2025-02-09
83eba6df-9c76-45a0-abe5-35721404091b,55.91685,-3.324614,1011296,4,semi-detached,Edinburgh,EH6 3EU,F,2025-04-06
51a5fa06-4192-48ee-bbac-427475df3468,51.51524,0.033774,547476,1,semi-detached,London,CR28 8GY,C,2025-03-02
a5da8e09-a4ef-45e7-b8fe-9af74390a8a2,51.423471,-0.171465,547619,2,flat,London,SW6 2XO,F,2025-01-13
276b4d61-ec58-4dcd-866a-d839e483b0fc,52.582995,-2.002525,325481,2,flat,Birmingham,B27 8UM,B,2024-11-09
669a316b-dc1c-431c-b01f-754935e8474b,51.501735,-0.373408,542369,3,flat,London,SW29 5FJ,E,2025-07-21
680ddd64-822e-46d2-b038-c62e5b53aa56,51.490199,-0.641999,607152,2,terraced,London,TW4 4DB,C,2025-01-02
9b31aec0-1080-4580-bd39-eb00d4256bf9,56.029295,-4.121093,379682,3,terraced,Glasgow,G34 0DT,E,2025-04-19
1a4c92f8-c7d2-4e1d-adaa-e429b49b1ae7,53.404623,-2.785566,617296,4,detached,Liverpool,L1 0CA,D,2025-04-10
41e05f68-d982-4f7b-ae2c-719252d5199a,53.356658,-3.019471,356645,4,flat,Liverpool,L29 4DB,B,2025-01-17
